1098.4700000000 0.0000000001 0.0000000001 -10.0326000000 0 0 2.0000000000
1108.4700000000 0.0000000001 0.0000000001 -9.9079000000 0 0 2.0000000000
1118.4700000000 0.0000000001 0.0000000001 -9.7820100000 0 0 2.0000000000
1128.4700000000 0.0000000001 0.0000000001 -9.6549700000 0 0 2.0000000000
1138.4700000000 0.0000000001 0.0000000001 -9.5267500000 0 0 2.0000000000
1148.4700000000 0.0000000001 0.0000000001 -9.3973800000 0 0 2.0000000000
1158.4700000000 0.0000000001 0.0000000001 -9.2668500000 0 0 2.0000000000
1168.4700000000 0.0000000001 0.0000000001 -9.1351500000 0 0 2.0000000000
1178.4700000000 0.0000000001 0.0000000001 -9.0022700000 0 0 2.0000000000
1188.4700000000 0.0000000001 0.0000000001 -8.8682400000 0 0 2.0000000000
1198.4700000000 0.0000000001 0.0000000001 -8.7330500000 0 0 2.0000000000
1208.4700000000 0.0000000001 0.0000000001 -8.5966800000 0 0 2.0000000000
1218.4700000000 0.0000000001 0.0000000001 -8.4591500000 0 0 2.0000000000
1228.4700000000 0.0000000001 0.0000000001 -8.3204700000 0 0 2.0000000000
1238.4700000000 0.0000000001 0.0000000001 -8.1806200000 0 0 2.0000000000
1248.4700000000 0.0000000001 0.0000000001 -8.0396000000 0 0 2.0000000000
1258.4700000000 0.0000000001 0.0000000001 -7.8974200000 0 0 2.0000000000
1268.4700000000 0.0000000001 0.0000000001 -7.7540700000 0 0 2.0000000000
1278.4700000000 0.0000000001 0.0000000001 -7.6095600000 0 0 2.0000000000
1288.4700000000 0.0000000001 0.0000000001 -7.4638800000 0 0 2.0000000000
1298.4700000000 0.0000000001 0.0000000001 -7.3170500000 0 0 2.0000000000
1308.4700000000 0.0000000001 0.0000000001 -7.1690400000 0 0 2.0000000000
1318.4700000000 0.0000000001 0.0000000001 -7.0198700000 0 0 2.0000000000
1328.4700000000 0.0000000001 0.0000000001 -6.8695400000 0 0 2.0000000000
1338.4700000000 0.0000000001 0.0000000001 -6.7180300000 0 0 2.0000000000
1348.4700000000 0.0000000001 0.0000000001 -6.5653700000 0 0 2.0000000000
1358.4700000000 0.0000000001 0.0000000001 -6.4115400000 0 0 2.0000000000
1368.4700000000 0.0000000001 0.0000000001 -6.2565600000 0 0 2.0000000000
1378.4700000000 0.0000000001 0.0000000001 -6.1004000000 0 0 2.0000000000
1388.4700000000 0.0000000001 0.0000000001 -5.9430900000 0 0 2.0000000000
1398.4700000000 0.0000000001 0.0000000001 -5.7845900000 0 0 2.0000000000
1408.4700000000 0.0000000001 0.0000000001 -5.6249500000 0 0 2.0000000000
1418.4700000000 0.0000000001 0.0000000001 -5.4641400000 0 0 2.0000000000
1428.4700000000 0.0000000001 0.0000000001 -5.3021600000 0 0 2.0000000000
